base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
schlagen,zuschlagen,zu-,separable,Verb,"von Türen und dergleichen: [1a] transitiv, Hilfsverb „haben“: etwas heftig schließen [1b] intransitiv, Hilfsverb „sein“: sich heftig schließen",,,[1a] Vor lauter Wut hat er seine Zimmertür zugeschlagen.,https://de.wiktionary.org/wiki/zuschlagen
schlagen,überschlagen,über-,ambiguous,Verb,reflexiv : durch Drehung um die eigene Achse Ober- und Unterseite vertauschen reflexiv : schnell oder übertrieben dicht aufeinanderfolgen reflexiv : blitzartig in eine höhere Tonlage wechseln nicht lesen / benutzen / verwenden grob abschätzen sich eine Alternative oder vergangene Situation vorstellen,,,"„In der Schule sage ich stolz: »Mein Vater hatte schon mal ein Loch im Kopf«, denn mein Vater hat sich einmal mit dem Auto überschlagen .“",https://de.wiktionary.org/wiki/%C3%BCberschlagen
schreiben,abschreiben,ab-,separable,Verb,"den Text eines anderen übernehmen , kopieren und ihn als eigenes Werk ausgeben eine handschriftliche Kopie von einem Text machen Kosten, die nicht mehr eingetrieben werden können, aus der Bilanz entfernen den ursprünglichen Wert einer Sache wegen Abnutzung aus der Bilanz entfernen mit etwas, was man verloren hat, nicht mehr rechnen durch Verwendung abnutzen schriftlich absagen",,,In der Abschlussklausur haben viele abgeschrieben.,https://de.wiktionary.org/wiki/abschreiben
schreiben,anschreiben,an-,separable,Verb,"für alle lesbar auf eine Fläche (Tafel, Wand oder Ähnliches) schreiben übertragen : (eine geschuldete Geldsumme für eine spätere Bezahlung) aufschreiben, schriftlich festhalten an jemanden schreiben, sich mit einem Schreiben an jemanden wenden, jemanden schriftlich kontaktieren",,,Das täglich wechselnde Menü wird immer sorgfältig auf einer kleinen Tafel angeschrieben.,https://de.wiktionary.org/wiki/anschreiben
schreiben,aufschreiben,auf-,separable,Verb,"transitiv : etwas schriftlich festhalten , niederschreiben , notieren , vermerken",,,"Ich muss mir die Telefonnummer aufschreiben, sonst vergesse ich sie.",https://de.wiktionary.org/wiki/aufschreiben
schreiben,ausschreiben,aus-,separable,Verb,"ein Wort mit allen Buchstaben, nicht abgekürzt schreiben etwas ankündigen , etwas bekannt machen (jemandem) etwas ausschreiben : etwas schreiben und es jemandem geben, ein Schriftstück ausstellen Angebote für eine erwünschte Leistung einholen",,,Schreiben Sie bitte ihren Namen aus.,https://de.wiktionary.org/wiki/ausschreiben
schreiben,beischreiben,bei-,separable,Verb,"fachsprachlich : in ein Register eintragen veraltet : etwas Bestehendem etwas anderes zuordnen, zum Beispiel eine Eigenschaft oder Urheberschaft",,,"„Das AmtsG hat beschlossen, dass der Standesbeamte - entsprechend seiner Auffassung — auf dem Geburtseintrag des Kindes einen Randvermerk über die Anerkennung der Vaterschaft beizuschreiben hat.“",https://de.wiktionary.org/wiki/beischreiben
schreiben,beschreiben,be-,inseparable,Verb,ein Schriftstück oder Objekt mit Text versehen einen Sachverhalt in Worten wiedergeben,,,Er beschrieb den Block innerhalb kurzer Zeit.,https://de.wiktionary.org/wiki/beschreiben
schreiben,durchschreiben,durch-,ambiguous,Verb,"zeitgleich eine Kopie anfertigen, indem zwischen zwei Blätter Kohlepapier gelegt wird, das die unterliegende Seite bedruckt ohne Unterbrechung (bis zum Ende) zu Papier bringen, zum Beispiel ein Wort, einen Text einen Zeitraum mit der schriftlichen Verfassung von Texten verbringen",,,"„In den ersten Unterrichtsstunden wurde den Kursteilnehmern empfohlen, einen oder zwei Partner zu suchen, die beim Fehlen eines Hörers den durchgenommenen Lehrstoff mittels Kohlepapier durchzuschreiben haben, d. h. also, daß ein Partner während der Unterrichtsstunde den Lehrstoff in sein Heft samt einer für seinen Partner bestimmten Durchschrift einträgt.“",https://de.wiktionary.org/wiki/durchschreiben
schreiben,einschreiben,ein-,separable,Verb,"transitiv : etwas irgendwo eintragen transitiv : jemanden als Teilnehmer oder Mitglied bei etwas registrieren lassen, in eine (Teilnehmer-/Mitglieder-)Liste eintragen transitiv , Postwesen : eine Sendung bei der Post registrieren lassen, um die korrekte Zustellung überprüfen zu können",,,Er schrieb gewissenhaft jedes Fundstück in eine Liste ein.,https://de.wiktionary.org/wiki/einschreiben
schreiben,erschreiben,er-,inseparable,Verb,"transitiv : sich etwas durch Verfassen schriftlicher Texte aneignen, verschaffen",,,"„Die Vorveröffentlichungen hatten ihren Anteil an dem Nimbus, den Seume sich mit diesem Buch zu verschaffen und erschreiben wusste.“",https://de.wiktionary.org/wiki/erschreiben
schreiben,festschreiben,fest-,separable,Verb,transitiv : etwas ein für alle Mal regeln,,,„Die Länder können die Rundfunkgebühr nicht selbst festsetzen oder diese für alle Zeit bei 17.98 Euro festschreiben. “,https://de.wiktionary.org/wiki/festschreiben
schreiben,fortschreiben,fort-,separable,Verb,"einen Text an die veränderten Gegebenheiten anpassen, Daten laufend ergänzen eine Entwicklung in der gleichen Weise fortsetzen, aufrechterhalten, unverändert lassen",,,Die Umsatzstatistiken werden täglich fortgeschrieben.,https://de.wiktionary.org/wiki/fortschreiben
schreiben,hinschreiben,hin-,separable,Verb,mit einem Scheibgerät an einer Stelle schriftlich eintragen ; aufschreiben umgangssprachlich : einen Brief (ein Schreiben ) an einen Empfänger adressieren / schicken,,,"Weißt du, wer das da hingeschrieben hat? Man kann doch nicht einfach »Fuck« hinschreiben .",https://de.wiktionary.org/wiki/hinschreiben
schreiben,mitschreiben,mit-,separable,Verb,"zeitgleich etwas Gehörtes aufschreiben, Unterrichtsstoff oder einen Vortrag protokollieren Schule , Studium : an einer schriftlichen Prüfung teilnehmen",,,"Hey, Blanca, kannst du für mich mitschreiben ?",https://de.wiktionary.org/wiki/mitschreiben
schreiben,nachschreiben,nach-,separable,Verb,"etwas Gehörtes/Erlebtes/Gelesenes (meist in kurzen Stichpunkten) aufschreiben eine durch Krankheit oder Ähnliches verpasste schriftliche Prüfung/Test nachholen etwas abschreiben (von einer Tafel, einer Vorlage oder Ähnlichem) eine nicht bestandene schriftliche Prüfung/Test wiederholen, erneut schreiben etwas Geschriebenes mit einem Schreibgerät nachspuren/nachfahren, weil es unleserlich ist oder der Übung dient",,,"„Nun war die Einrichtung in dem Institut, wo Anton unterrichtet wurde, daß die erwachsenen Leute, welche zu Schulmeistern gebildet wurden, sich des Sonntags in alle Kirchen verteilen und die Predigten nachschreiben mußten, die sie dann dem Inspektor zur Durchsicht brachten.“",https://de.wiktionary.org/wiki/nachschreiben
schreiben,umschreiben,um-,ambiguous,Verb,"transitiv : mit anderen Worten wiedergeben transitiv , Mathematik , Geometrie : ein geeignetes Vieleck , insbesondere ein Dreieck, mit einem Kreis ( Umkreis ) so einschließen, dass alle Eckpunkte auf der Kreislinie liegen",,,"Wenn ich ein Wort nicht weiß, etwa in einem Gespräch in einer fremden Sprache, kann ich das Gemeinte mit eigenen Worten umschreiben, um mich verständlich zu machen; der andere wird mir dann das Wort sagen.",https://de.wiktionary.org/wiki/umschreiben
schreiben,unterschreiben,unter-,ambiguous,Verb,"ein Dokument mit der Unterschrift des eigenen Namens versehen, seinen Namen /seine Unterschrift /sein Zeichen unter ein Dokument / ein Gesetz / einen Vertrag setzen (wörtlich) unter etwas darunter schreiben (figurativ) seine Zustimmung zu etwas geben",,,Ich habe den Vertrag jetzt unterschrieben.,https://de.wiktionary.org/wiki/unterschreiben
schreiben,verschreiben,ver-,inseparable,Verb,"reflexiv : beim Schreiben (aus Versehen ) einen Fehler machen transitiv , Medizin : ein Arzneimittel verordnen reflexiv : sich einer Sache zuordnen, intensiv widmen",,,Entweder hat sich die Sekretärin verschrieben oder in meinem Pass steht der Name falsch.,https://de.wiktionary.org/wiki/verschreiben
schreiben,vorschreiben,vor-,separable,Verb,"transitiv : jemandem Vorschriften machen; jemandem sagen, was er tun soll jemandem Buchstaben, ein Wort aufzeichen/aufschreiben, damit diese Person es nachmachen kann",,,"Meine Mutti schreibt mir vor, bis wann die Hausaufgaben fertig sein sollen.",https://de.wiktionary.org/wiki/vorschreiben
schreiben,weiterschreiben,weiter-,separable,Verb,einen begonnenen Text fortführen,,,"Lass mich in Ruhe mit der Fragerei, ich will jetzt weiterschreiben !",https://de.wiktionary.org/wiki/weiterschreiben
schreiben,zurückschreiben,zurück-,separable,Verb,"auf eine Nachricht reagieren, indem dem Absender geantwortet wird",,,"Und, hast du ihr schon zurückgeschrieben ?",https://de.wiktionary.org/wiki/zur%C3%BCckschreiben
schreiben,zusammenschreiben,zusammen-,separable,Verb,"ohne Leerschritt(e) in einem Wort schreiben etwas sammelnd aus einem bestimmten Text entnehmen und aufschreiben umgangssprachlich: etwas nachlässig und fehlerhaft, ohne Genauigkeit oder Sorgfalt, niederschreiben umgangssprachlich: etwas durch das Verfassen und Verkaufen eines schriftlichen Werkes erhalten",,,"Man kann ‚sodass‘ sowohl zusammenschreiben als auch auseinanderschreiben, also ‚so dass‘.",https://de.wiktionary.org/wiki/zusammenschreiben
schreiben,zuschreiben,zu-,separable,Verb,"transitiv; etwas/jemandem etwas zuschreiben: etwas/jemanden als Ursache oder Verursacher von etwas ansehen transitiv; etwas/jemandem etwas zuschreiben: annehmen, dass etwas/jemand eine bestimmte Eigenschaft hat transitiv; umgangssprachlich: dazuschreiben ; ergänzend notieren",,,"Hat er im Vergleich zum Vortag abgenommen, erlaubt er sich ein Lächeln und schreibt das Resultat dem Erfolg der Diät zu .",https://de.wiktionary.org/wiki/zuschreiben
schreiben,überschreiben,über-,ambiguous,Verb,etwas mit einer Überschrift versehen jemandem etwas übereignen Informatik : in einem Speicher vorhandene Daten ersetzen,,,Der Journalist überschreibt seine Artikel meist mit einer sensationsheischenden Schlagzeile.,https://de.wiktionary.org/wiki/%C3%BCberschreiben
setzen,absetzen,ab-,separable,Verb,"eine bestimmte Menge an Ware verkaufen von den Einnahmen bzw. der ermittelten Steuer abziehen etwas, zum Beispiel einen schweren Gegenstand , den man gerade trägt, hinstellen oder hinlegen aus einer Position oder einem Amt entlassen auch reflexiv : (sich) entfernen die Einnahme eines Medikaments , die Aufführung eines kulturellen Ereignisses beenden einen gut erkennbaren Unterschied zur Umgebung vorweisen reflexiv : zu Boden sinken (lassen)",,,"„Im Fall von Volkswagen, dem größten Hersteller in der Volksrepublik, hieße dies, dass der Konzern bei derzeit etwa drei Millionen verkauften Autos seiner Kernmarke VW bereits im kommenden Jahr rund 60 000 reine Elektrofahrzeuge absetzen müsste.“",https://de.wiktionary.org/wiki/absetzen
setzen,ansetzen,an-,separable,Verb,"etwas an etwas anderes anlehnen , etwas zu etwas anderem führen beginnen, Essen zu kochen jemanden zu einer Arbeit einsetzen [3a] Sport : auf jemanden ansetzen: einen Spieler dazu abstellen , einen gegnerischen Spieler besonders zu bewachen eine Verlängerung / Ergänzung an etwas befestigen / anbauen / annähen (beispielsweise an ein Kleidungsstück ) Chemie , Getränke , Nahrungsmittel : Flüssigkeiten / Zutaten mischen eine Schicht (an/auf etwas) bilden sich entwickeln , sich bilden dick werden, zu viel Gewicht zulegen Nahrungsmittel : beim Kochen am Topfboden kleben und anbrennen zu etwas ansetzen: mit etwas gerade beginnen wollen, sich zu etwas anschicken [10a] figurativ : bei einem bestimmten Punkt beginnen ; etwas als Ausgangspunkt nehmen ; etwas zur Grundlage für etwas machen etwas anberaumen (beispielsweise einen Termin , ein Meeting ), festlegen (beispielsweise eine Uhrzeit ) etwas festlegen oder veranschlagen (beispielsweise einen Betrag , einen Wert ) Anatomie : am Körper an einer bestimmten Stelle angewachsen sein",,,"Heute werden die inneren Gefäße von Organen von Menschen so exakt abgebildet, dass Chirurgen ihre Schnitte präzise per Bildschirm ansetzen können.",https://de.wiktionary.org/wiki/ansetzen
setzen,aufsetzen,auf-,separable,Verb,"etwas (beispielsweise einen Hut , einen Helm , eine Krone ) auf den Kopf setzen , (eine Brille ) auf die Nase setzen [1a] Jägersprache : nach dem Abwerfen des Geweihs bei einem Hirsch wächst ein neues nach Ernährung : etwas (beispielsweise eine Mahlzeit , Wasser ) auf einem Herd garen / erhitzen etwas (beispielsweise einen Brief , ein Protokoll ) schriftlich entwerfen den Oberkörper in eine senkrechte Stellung bringen Luftfahrt : ein Fluggerät (beispielsweise ein Flugzeug , eine Sonde ) auf dem Boden landen Emotionen : eine bestimmte Mimik (im Gesicht ) zeigen etwas mit dem Boden / einer Unterlage / Papier in Kontakt bringen Bauwesen : auf ein bestehendes Bauwerk etwas bauen, beispielsweise ein Stockwerk [8a] auch figurativ : etwas Bestehendes nehmen und daran anknüpfen Mode , Kleidung : ein Stück Stoff auf ein Kleidungsstück nähen Ballsport : einen Ball bei einem Schuss oder Wurf kurz vor dem Torwart aufprallen lassen figurativ : jemanden in seinem Verhalten bremsen oder rügen Computer : einen Rechner von Grund auf neu konfigurieren",,,„Auf der Baustelle hier muss jeder zu seiner Sicherheit einen Helm aufsetzen. “,https://de.wiktionary.org/wiki/aufsetzen
setzen,aussetzen,aus-,separable,Verb,"aus der Obhut entlassen, verstoßen etwas einem anderen oder bestimmten Bedingungen anheimgeben, überantworten etwas zeitweise unterbrechen etwas versprechen, zusagen, ermöglichen etwas kritisieren reflexiv : sich mit bestimmten Bedingungen, Gegebenheiten konfrontieren",,,"Tierstationen nehmen verletzte Tiere auf, pflegen sie und setzen sie später wieder aus.",https://de.wiktionary.org/wiki/aussetzen
setzen,beisetzen,bei-,separable,Verb,"zu Grabe tragen, bestatten etwas hinzufügen",,,Das Familienoberhaupt wurde unter großer Anteilnahme feierlich beigesetzt.,https://de.wiktionary.org/wiki/beisetzen
setzen,besetzen,be-,inseparable,Verb,"einen Ort belegen, einen Platz einnehmen etwas bestücken, etwas mit etwas versehen, etwas auf etwas befestigen ein Gebiet militärisch unterwerfen",,,Ich besetze im Kino immer nur den besten Platz.,https://de.wiktionary.org/wiki/besetzen
setzen,durchsetzen,durch-,ambiguous,Verb,"transitiv : etwas, das man anstrebt, trotz eventueller Hindernisse verwirklichen reflexiv : trotz Widerstands seine Ziele erreichen reflexiv : mit der Zeit von der Mehrheit akzeptiert werden und dadurch Gültigkeit erlangen fachsprachlich : einen gewissen Durchsatz aufweisen intransitiv , veraltet, meistens in Bezug auf Pferd und Reiter : durch etwas hindurchgehen oder hindurchreiten Bergbau , in Bezug auf einen Gang : deutlich durch einen anderen Gang oder durch einen gewissen Teil des Gebirges hindurchgehen Bergbau : gepochtes Erz durchsieben, durchlaufen lassen Bergbau : gepochtes Erz durch den Ofen gehen lassen",,,Er setzte mal wieder seinen Willen durch.,https://de.wiktionary.org/wiki/durchsetzen
setzen,einsetzen,ein-,separable,Verb,"transitiv : jemanden in eine Position , Stellung, Würde , bringen, jemandem Rechte verleihen transitiv : ein Mittel oder ein Werkzeug bereitstellen oder verwenden transitiv : einen Teil passend zu einem Ganzen hinzufügen (zum Beispiel Pflanzen auf einem Areal eingraben ; Fische in ein Gewässer , Wild in ein Revier einbringen ) intransitiv , von einem Prozess oder Vorgang : seinen Anfang nehmen transitiv : etwas aufs Spiel setzen auf Gefahr von dessen Verlust hin reflexiv , sich einsetzen für etwas/jemanden : sich einer Aufgabe , einem Ziel voll und ganz widmen ; zugunsten einer Person handeln",,,Wir sollten ihn als Leiter der Kommission einsetzen.,https://de.wiktionary.org/wiki/einsetzen
setzen,entsetzen,ent-,inseparable,Verb,jemanden aus der Fassung bringen (gehoben) aus der Fassung geraten Militär : eine von Feinden belagerte Festung oder einen eingeschlossenen Teil des Heeres befreien,,,Du entsetzt mich.,https://de.wiktionary.org/wiki/entsetzen
setzen,ersetzen,er-,inseparable,Verb,etwas entfernen und an dieselbe Stelle etwas anderes setzen an die Stelle von etwas anderem treten einen Schaden wieder gutmachen; entschädigen,,,Ich ersetze im Text jedes Vorkommen von „Maria“ durch „Hilda“.,https://de.wiktionary.org/wiki/ersetzen
setzen,festsetzen,fest-,separable,Verb,"transitiv : als verbindlich und gültig bestimmen ; verbindlich beschließen , regeln transitiv : gefangen setzen , in Haft nehmen reflexiv ; auch übertragen : haften bleiben reflexiv ; umgangssprachlich : irgendwo ansässig werden, sich irgendwo ansiedeln ; sich irgendwo (für längere Zeit) einrichten ; einen Ort (für längere Zeit) unerlaubt einnehmen ( befestigen und unter Kontrolle halten)",,,Die Mitgliederversammlung kann durch Beschluss einen anderen Termin festsetzen.,https://de.wiktionary.org/wiki/festsetzen
